nHbondA,nHbondD,nNH2,nAHC,nACC,nHC,nRbond,nR,nNNO2,nONO2,nNO2,nC(NO2)3,nC(NO2)2,nC(NO2),MinPartialCharge,MaxPartialCharge,MOLvolume,nH,nC,nN,nO,PBF,TPSA,ob,total energy,molecular weight,PMI3,nOCH3,nCH3,Eccentricity,PMI2,PMI1,NPR1,NPR2,ESTATE_0,ESTATE_1,ESTATE_2,ESTATE_3,ESTATE_4,ESTATE_5,ESTATE_6,ESTATE_7,ESTATE_8,ESTATE_9,ESTATE_10,ESTATE_11,ESTATE_12,ESTATE_13,ESTATE_14,ESTATE_15,ESTATE_16,ESTATE_17,ESTATE_18,ESTATE_19,ESTATE_20,ESTATE_21,ESTATE_22,ESTATE_23,ESTATE_24,ESTATE_25,ESTATE_26,ESTATE_27,ESTATE_28,ESTATE_29,ESTATE_30,ESTATE_31,ESTATE_32,ESTATE_33,ESTATE_34,ESTATE_35,ESTATE_36,ESTATE_37,ESTATE_38,ESTATE_39,ESTATE_40,ESTATE_41,ESTATE_42,ESTATE_43,ESTATE_44,ESTATE_45,ESTATE_46,ESTATE_47,ESTATE_48,ESTATE_49,ESTATE_50,ESTATE_51,ESTATE_52,ESTATE_53,ESTATE_54,ESTATE_55,ESTATE_56,ESTATE_57,ESTATE_58,ESTATE_59,ESTATE_60,ESTATE_61,ESTATE_62,ESTATE_63,ESTATE_64,ESTATE_65,ESTATE_66,ESTATE_67,ESTATE_68,ESTATE_69,MP_K,SMILES
14,6,2,2,0,2,10,2,2,0,0,0,0,0,-0.30690651,0.269884126,289.64,10,7,14,6,0.963303932,294.4,-0.538733412,232.8042906,386.249,4830.089438,0,2,0.969443253,4510.970239,4830.089438,0.245315673,0.933930996,0,0,1,0,0,0,0,0,0,2,4,0,0,0,2,0,2,2,0,0,0,0,4,2,2,0,0,0,2,0,2,0,0,0,0,0,0,-1.126855631,0,0,0,0,0,0,-1.215454828,-2.320004409,0,0,0,10.07893764,0,15.01764076,3.746543437,0,0,0,0,13.04414405,0.246957672,-2.160677595,0,0,0,22.76052548,0,8.667717942,0,0,0,0,388.15,NNC(=N)C1=NON=C1N(CN(C1=NON=C1C(=N)NN)N(=O)=O)N(=O)=O
14,6,2,2,0,2,11,2,2,0,0,0,0,0,-0.306906521,0.267480066,306.128,12,8,14,6,1.120947643,294.4,-0.639829767,243.2751041,400.276,4803.140659,0,3,0.948629099,4626.720688,4803.140659,0.316390318,0.963269872,0,0,2,0,0,0,0,0,0,2,4,0,0,0,2,0,2,2,0,0,0,0,4,2,2,0,0,0,2,0,2,0,0,0,0,0,0,-1.300135582,0,0,0,0,0,0,-1.083911151,-1.840978627,0,0,0,10.12172491,0,15.05163205,3.826486176,0,0,0,0,13.2680603,0.682343947,-1.896042297,0,0,0,22.71163589,0,8.747548504,0,0,0,0,401.15,NNC(=N)C1=NON=C1N(CCN(C1=NON=C1C(=N)NN)N(=O)=O)N(=O)=O
3,1,1,0,0,0,3,0,0,0,2,0,1,0,-0.372451525,0.596019111,143.84,2,2,4,4,0.841620734,124.66,-0.074092834,59.49830007,216.968,971.5865314,0,1,0.858568447,963.6722848,971.5865314,0.512698959,0.991854306,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1.096450617,0,0,-3.178819444,0,4.756111111,0,0,0,0,0,0,2.554444444,0,0,-2.813950617,0,0,0,20.15104938,0,0,0,9.615455247,0,0,364.15,N\C(=N/Cl)C(Cl)(N(=O)=O)N(=O)=O
3,1,1,0,0,0,3,0,0,0,2,0,1,0,-0.373316379,0.56810634,152.936,2,2,4,4,0.694293632,124.66,-0.052658553,58.24081267,305.87,1470.107715,0,1,0.92469167,1417.382475,1470.107715,0.380716844,0.964135118,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-0.793981481,0,0,-2.753472222,0,4.92625,0,0,0,0,0,0,2.979791667,0,0,-2.402592593,0,0,0,20.39680556,0,0,0,0,4.667060185,0,343.15,N\C(=N\Br)C(Br)(N(=O)=O)N(=O)=O
4,1,1,0,0,0,4,0,1,0,2,0,1,0,-0.368135737,0.601218579,152.48,2,2,5,6,0.51839675,167.8,0.070494097,97.32785466,227.52,994.3203224,0,1,0.839872097,905.7824386,994.3203224,0.542784359,0.910956377,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.528549383,0,0,-3.506875,0,4.648055556,0,0,0,0,0,0,2.193333333,0,0,-4.631705247,0,0,0,30.0041358,0,0,0,4.845246914,0,0,402.15,N\C(=N\N(=O)=O)C(Cl)(N(=O)=O)N(=O)=O
2,2,2,0,0,0,0,0,0,0,0,0,0,0,-0.369229845,0.208653339,76.024,4,2,4,0,1.66E-06,88.19,-1.142264306,27.78345169,84.082,252.4443311,0,0,0.980986496,203.450945,252.4443311,0.194076,0.805924,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.405092593,-0.196759259,0,0,0,0,9.416388889,0,0,0,0,7.639166667,0,2.902777778,0,0,0,0,0,0,0,0,0,0,0,0,0,484.15,NC(N)=NC#N
5,0,0,0,1,0,5,1,0,0,3,0,0,3,-0.258302304,0.296310309,211.992,4,8,4,6,0.650618647,153.21,-0.676091678,96.80243708,284.209,2231.414979,0,1,0.857416544,1639.360655,2231.414979,0.514623036,0.734673142,0,0,1,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,-0.250505008,0,0,1.263308768,0,0,1.669740882,0,-2.648928099,0,0,0,0,0,0,0,0,8.410612402,0,0,0,0,-2.876830515,0,0,0,32.17445129,0,0,0,0,0,0,377.65,O=N(=O)C1=CC(=C(SCC#N)C(=C1)N(=O)=O)N(=O)=O
7,3,0,0,0,2,8,2,0,0,1,0,0,1,-0.387511741,0.330035369,284.288,16,13,4,7,0.874536253,166.03,-1.270207551,98.43727361,340.292,5185.323139,0,9,0.980041727,4675.255829,5185.323139,0.198791884,0.901632493,0,0,3,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,3,1,0,0,0,0,0,0,0,-0.267081573,0,0,2.147567807,-6.431915969,0,1.809005642,0,0,0,0,0,0,0,0,0,1.987625425,8.535203448,0,0,0,0,-0.570138609,0.894575224,0,20.09454428,33.83956789,5.406907833,0,0,0,0,0,446.15,OC1C(CC(CCC#N)N(=O)=O)OC(C1O)N1C=CC(=O)NC1=O
8,0,0,1,0,1,4,1,0,0,3,1,0,0,-0.250632666,0.835997832,188.88,0,5,8,6,0.595471761,207.71,-0.238811246,113.8599188,268.105,2026.111787,0,2,0.927581132,1805.808637,2026.111787,0.373621791,0.891268018,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,2,0,0,2,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.542033258,0,-1.61587963,0,-4.138194444,0,0,0,0,0,0,17.03581444,0,0,5.865462963,0,-5.555629252,-0.495925926,0,0,31.97282596,0,0,0,0,0,0,356.15,O=N(=O)C(N1N=C(C#N)C(=N1)C#N)(N(=O)=O)N(=O)=O
8,1,1,1,0,2,2,2,0,0,1,0,0,1,-0.376352378,0.432677693,150.456,2,5,8,2,4.70E-06,148.38,-0.698927099,110.9506838,206.125,1705.708197,0,1,0.98733287,1435.076191,1705.708197,0.158662547,0.841337453,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,1,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.656060563,0,-1.132048375,-0.060509259,0,0,5.394831822,0,0,0,0,8.496803351,0,0,13.83847317,0,-0.796130008,0.892546296,0,0,10.43831955,0,0,0,0,0,0,502.15,NC1=C(N=NC2=NC(=NN12)C#N)N(=O)=O
5,0,0,1,1,1,2,2,0,0,1,0,0,1,-0.357701529,0.410347914,175.392,5,9,5,2,3.58E-05,97.64,-1.376460415,84.74440661,215.172,2011.989451,0,1,0.975319156,1567.742622,2011.989451,0.220799781,0.77920022,0,0,0,0,0,5,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.631242756,0,0,1.9618476,0,0.415593348,0,0,0,0,0,0,0,0,8.842969262,0,0,7.373055556,0,-0.640389267,1.066157407,0,0,10.42476167,0,0,0,0,0,0,370.15,O=N(=O)C1=NN(N=C1)C1=CC=CC=C1C#N
4,0,0,0,2,0,5,2,0,0,3,0,0,3,-0.258302309,0.289908147,275.048,8,15,4,6,0.561289226,153.21,-1.317475074,116.9890067,340.251,5925.251155,0,3,0.983842861,5141.420263,5925.251155,0.179034147,0.867713474,0,0,0,0,2,6,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2.517553855,7.475985967,0,0,1.926312219,0,-1.638084675,0,0,0,0,0,0,0,0,8.729159891,0,0,0,0,-2.772803698,0,0,0,33.13093822,0,0,0,0,0,0,490.15,O=N(=O)C1=CC(=C(\C=C\C2=CC=C(C=C2)C#N)C(=C1)N(=O)=O)N(=O)=O
4,1,1,1,2,1,4,3,0,0,1,0,0,1,-0.464324987,0.300781993,264.024,11,17,3,3,0.610280814,106.09,-1.914251741,119.3908048,305.293,3684.500894,0,3,0.936724621,2671.492334,3684.500894,0.350067114,0.725062203,0,0,0,0,0,9,0,0,1,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15.26318216,0,0,1.936650447,0,1.44547997,0,0,0,5.934006047,0,0,0,0,9.371501638,0,0,0,0,-0.565056689,0,0,0,11.47457948,0,5.331744142,0,0,0,0,435.15,NC1=C(C(=CC(C2=CC=CO2)=C1C#N)C1=CC=CC=C1)N(=O)=O
6,1,1,1,0,1,3,1,0,0,2,0,0,2,-0.357560535,0.470989987,144.664,2,4,6,4,0.314747614,153.91,-0.404012342,114.3801006,198.098,1201.821788,0,1,0.907205972,770.4812356,1201.821788,0.42068673,0.641094415,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.349814815,0,-2.712268519,0,0,0,5.002453704,0,0,0,0,8.425387377,0,0,3.03337963,0,-2.157361111,0.301851852,0,0,20.62837113,0,0,0,0,0,0,377.15,NN1N=C(C(=C1C#N)N(=O)=O)N(=O)=O
3,1,1,0,2,0,3,4,0,0,1,0,0,1,-0.392348777,0.277782544,309.336,17,21,3,2,0.874593308,92.95,-2.261519842,105.5409789,343.386,4269.85899,0,10,0.932392287,3144.354753,4269.85899,0.361447955,0.736407165,0,0,2,0,0,9,2,0,1,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.582330168,0,0,17.39096448,-0.582123961,0,2.14296564,1.044001323,3.016911796,0,0,0,6.184146825,0,0,0,0,9.737690224,0,0,0,0,-0.415049131,0,0,0,11.86574798,0,0,0,0,0,0,389.15,NC1=C(C(C2CCC3=CC=CC=C3C2=C1C#N)C1=CC=CC=C1)N(=O)=O
3,0,0,0,2,0,4,3,0,0,1,0,0,1,-0.264523923,0.210770904,336.744,16,21,3,2,1.07118547,90.72,-1.824043506,88.93317838,422.282,7384.81559,0,10,0.963588359,6206.491201,7384.81559,0.267390117,0.840439565,0,0,3,0,0,8,2,0,2,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.175694248,0,0,15.14284991,-0.672285525,0,4.0045236,0.67521147,3.664191382,0,0,0,0,0,0,0,0,19.04363397,0,0,0,0,-0.316206656,0,0,0,11.40402904,0,0,0,0,3.390996188,0,468.15,BrC1=CC=C(C=C1)C(CN(=O)=O)C1CCC2=CC=CC=C2C1=C(C#N)C#N
4,1,0,0,1,2,2,3,0,0,1,0,0,1,-0.363920154,0.316989901,265.288,11,15,4,2,0.597373863,82.2,-1.497179363,88.49407908,359.183,6123.862034,0,5,0.982731657,5223.864233,6123.862034,0.185036456,0.853034279,0,0,2,0,2,4,0,0,1,4,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1.272598301,0,2.905179989,7.707865489,0,0,1.884267185,1.55323998,1.900352471,0,0,0,0,0,0,3.053034376,0,8.910726505,0,0,0,1.885005669,-0.445745885,0,0,0,11.36537875,0,0,0,0,3.392718413,0,533.15,BrC1=CC=C(C=C1)C1=C\C(=C/C#N)C(=C2NCCN12)N(=O)=O
5,0,0,0,2,0,5,2,0,0,1,0,0,1,-0.300084511,0.496749917,267.256,10,16,4,3,0.724364101,112.31,-1.77734047,73.88620215,306.281,3387.65868,0,4,0.919296963,2610.852382,3387.65868,0.3935646,0.770695229,0,0,0,0,0,10,0,0,2,1,2,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15.83690861,0,0,3.322835097,-0.16388322,0.444306395,0,-2.515733773,0,0,0,0,0,0,18.4323419,0,3.544806311,0,0,-0.883114135,0,0,0,11.39620103,4.939130763,0,0,0,0,0,395.15,O=N(=O)C(O\N=C(\C#N)C1=CC=CC=C1)(C#N)C1=CC=CC=C1
2,0,0,0,1,0,2,1,0,0,1,0,0,1,-0.257644592,0.345597241,153.904,6,9,2,2,0.521403417,66.93,-1.746695511,47.36756733,174.159,1292.13502,0,2,0.976402526,1115.389435,1292.13502,0.215958577,0.863214306,0,0,0,0,1,5,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.236111111,8.693228458,0,0,1.512009637,-0.452592593,0.648842593,0,0,0,0,0,0,0,0,8.397802343,0,0,0,0,-0.701388889,0,0,0,10.24966034,0,0,0,0,0,0,373.15,O=N(=O)C(=C\C1=CC=CC=C1)\C#N
7,1,0,3,0,3,7,3,0,0,1,0,0,1,-0.467477297,0.342784883,271.808,12,14,4,4,0.453348956,107.23,-1.445530923,154.1961349,332.341,4831.944694,0,2,0.932135413,3250.217513,4831.944694,0.362109888,0.672652052,1,0,1,0,0,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,0,0,1.71980017,0,0.274076436,0,0,9.938667827,0,0,0,0,1.584406442,0,0,0,0,0,0,2.932537793,0,0,0,0,8.44539218,0,-0.497798564,0,0,0,11.3859664,0,10.48950846,0,0,0,0,432.15,CSC1=NC(=NC(NCC2=CC=CO2)=C1N(=O)=O)C1=CC=CO1
5,1,0,0,3,0,9,3,0,0,1,0,0,1,-0.335786979,0.341345749,397.952,22,24,4,3,1.094922959,87.84,-2.008332511,160.8402402,446.532,6630.815465,0,2,0.939810784,5498.579788,6630.815465,0.341695318,0.82924639,2,0,0,0,0,15,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,3.379297052,0,0,0,0,26.85384993,0,0,0,-0.639685637,1.759556166,0,0,0,0,0,0,3.144918903,0,0,0,4.099935122,0,1.670502646,-0.515555556,0,0,0,24.94256448,0,0,0,0,0,0,464.15,CS\C(=N/C(=O)C1=CC=CC=C1)\C(=C(\NC1=CC=CC=C1)N(C)C1=CC=CC=C1)\N(=O)=O
5,0,0,0,1,1,7,2,0,0,1,0,0,1,-0.371834506,0.304061141,301.544,18,15,2,4,0.96143636,80.52,-1.581604587,110.6369638,354.453,4234.990568,0,4,0.955908071,3790.619866,4234.990568,0.29366607,0.895071619,1,0,4,0,2,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1.674537195,0,3.313050415,0,2.683116497,7.776310806,0,0,0,-0.65444161,0.05043698,0,0,0,0,0,0,0,0,0,0,0,0,1.798425926,-0.624143519,0,0,0,37.07067208,0,0,0,0,0,0,463.85,CS\C=C(\C(=C\N1CCCC1)\N(=O)=O)/S(=O)(=O)C1=CC=CC=C1
15,0,0,0,0,0,17,0,0,4,0,0,0,0,-0.311068262,0.327923043,311.168,13,7,4,15,0.872343631,245.01,-0.20754154,205.4090097,424.168,6936.672792,0,4,0.944256394,5195.395135,6936.672792,0.32921097,0.748975091,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,0,0,0,0,0.781388889,0,-3.763919753,0,0,0,-3.268239061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.045180146,0,0,0,52.9687035,25.3530442,0,0,0,0,0,319.15,CP(=O)(OC(CON(=O)=O)CON(=O)=O)OC(CON(=O)=O)CON(=O)=O
4,0,0,1,0,2,5,2,0,0,1,0,0,1,-0.382553405,0.325556543,210.744,14,10,2,3,0.917846002,55.61,-1.586301537,85.62213433,242.3,2186.223894,1,4,0.963232778,1938.465092,2186.223894,0.268668225,0.886672723,1,0,4,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1.687868953,0,3.871680367,0,0,3.401748866,0.36412415,0,0,0,1.184552627,0,0,0,0,0,0,0,0,0,0,0,0,2.209490741,-0.337732663,0,0,0,10.60914501,5.160831995,0,0,0,0,0,401.15,COCC1CCCN1C1=CC=C(S1)N(=O)=O
7,0,0,0,0,1,8,1,0,0,1,0,0,1,-0.45221168,0.302861204,251.584,17,11,1,8,0.777302434,114.2,-1.236707896,91.62539928,291.256,2431.500043,1,7,0.927235998,2079.652042,2431.500043,0.374477509,0.85529591,4,0,1,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,4.738670871,0,-0.228837868,0,0,0,-3.634297997,0,0,-1.415447373,0,0,-1.864814815,0,0,0,0,0,0,0,0,0,0,0,-0.650046296,0,0,0,33.64517314,20.05968159,0,0,0,0,0,370.15,COC1OCC(OC(C)=O)C(C)(C1OC(C)=O)N(=O)=O
25,0,0,0,0,2,20,2,0,7,0,0,0,0,-0.353479907,0.294543398,480.672,17,13,7,25,1.437963844,403.51,-0.226518318,321.1552022,671.303,11443.65577,1,10,0.880849181,9947.46186,11443.65577,0.473397001,0.8692556,1,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,11,0,0,0,0,0,0.830268824,0,-2.652475516,0,0,0,-23.94931432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.898675,0,0,0,77.60747714,50.28857506,0,0,0,0,0,406.15,COC1OC(CON(=O)=O)C(OC2OC(CON(=O)=O)C(ON(=O)=O)C(ON(=O)=O)C2ON(=O)=O)C(ON(=O)=O)C1ON(=O)=O
10,1,0,0,0,1,10,1,0,2,0,0,0,0,-0.385369736,0.294472763,237.176,14,8,2,10,1.071040653,152.66,-0.697834729,147.4644354,298.204,2629.268355,2,5,0.924040238,2481.810549,2629.268355,0.382295225,0.943916791,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,5,0,0,0,0,0,2.374004472,0,-0.559860166,0,0,0,-6.464431217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.157089317,0,0,9.840171643,20.61638787,23.40109552,0,0,0,0,0,394.15,COC1OC(CON(=O)=O)C(OC)C(ON(=O)=O)C1O
11,0,0,0,0,1,11,1,0,1,0,0,0,0,-0.455560951,0.302728491,306.792,19,13,1,11,1.270080353,149.73,-1.073690765,109.0025706,365.291,4064.738744,1,8,0.916957407,3661.263709,4064.738744,0.398985106,0.900737769,4,0,1,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,6,0,0,0,0,0,4.512731332,0,-0.62960034,0,0,0,-6.347332766,0,0,-2.255863646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.060524403,0,0,0,44.55281637,29.96936791,0,0,0,0,0,383.15,COC1OC(CON(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
14,0,0,0,0,1,11,1,0,4,0,0,0,0,-0.353480957,0.294542998,271.44,10,7,4,14,1.313761968,227.94,-0.213892676,181.8305833,374.171,3201.139519,1,5,0.739472169,2984.787893,3201.139519,0.67318713,0.932414184,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,0,0,0,0,0.962595112,0,-0.978050359,0,0,0,-9.552432918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.453013826,0,0,0,41.99685776,26.19385314,0,0,0,0,0,388.15,COC1OC(CON(=O)=O)C(ON(=O)=O)C(ON(=O)=O)C1ON(=O)=O
12,1,0,0,0,1,10,1,0,3,0,0,0,0,-0.388157569,0.294562566,245.744,11,7,3,12,1.175652113,195.8,-0.364703649,150.9670471,329.174,3195.526775,1,5,0.853796772,2544.764149,3195.526775,0.520606447,0.796352003,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,5,0,0,0,0,0,1.049400668,0,-0.839671674,0,0,0,-8.590118103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.756478175,0,0,9.919364135,30.94372362,21.99672257,0,0,0,0,0,391.15,COC1OC(CON(=O)=O)C(ON(=O)=O)C(O)C1ON(=O)=O
4,0,0,1,0,1,4,1,0,0,2,0,0,2,-0.476124279,0.33731917,154.072,5,6,3,5,0.217539702,108.4,-0.763731131,68.76980561,199.122,1428.932455,1,0,0.946935322,1033.277184,1428.932455,0.321424168,0.723111285,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0,1.195601852,0,0,0,0,1.69212963,0,0,0,0,-1.222407407,0,0,0,0,0,0,0,0,0,0,0,3.434074074,0,-1.557268519,0,0,0,20.69594246,4.56598545,0,0,0,0,0,362.15,COC1=NC=C(C=C1N(=O)=O)N(=O)=O
12,0,0,1,0,1,14,1,0,0,6,2,0,0,-0.466550472,0.733643479,327.664,7,8,9,15,0.793099136,325.2,-0.153516107,187.5817328,469.192,8970.160475,1,2,0.980143417,8169.145745,8970.160475,0.198289892,0.910702297,1,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,3,0,0,0,0,0,0.896438256,0,-3.787225293,0,0,0,0,0,0,0,-3.153530801,0,-8.196646271,0,0,0,0,0,0,0,0,0,9.694513416,0,-11.31883031,0,0,0,65.20925284,13.44677532,0,0,0,0,0,331.15,COC1=NC(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)=NC(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)=N1
6,1,1,1,0,1,6,1,0,0,1,0,0,1,-0.475891511,0.391895131,161.552,8,6,4,4,0.264500991,113.4,-0.959738209,64.70846974,200.154,1238.672558,2,0,0.855242224,681.1769628,1238.672558,0.518228461,0.549924965,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,2.488518519,0,0,0,0,0,0,0,0,0,-1.035,0,0,0,5.274773243,0,0,0,0,0,0,0,7.088518519,0,-0.697314815,0,0,0,10.59640967,9.354351852,0,0,0,0,0,462.15,COC1=NC(N)=NC(OC)=C1N(=O)=O
6,1,1,1,0,1,6,1,0,0,1,0,0,1,-0.47590719,0.372271068,162.264,8,6,4,4,0.302674576,113.4,-0.959738209,68.69235346,200.154,1318.953361,2,0,0.923331246,875.7147085,1318.953361,0.384004441,0.663946683,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,2.56375,0,0,0,0,0,0,0,0,0,-1.058981481,0,0,0,5.321481481,0,0,0,0,0,0,0,7.158796296,0,-0.714675926,0,0,0,10.52584987,9.344596561,0,0,0,0,0,452.15,COC1=NC(OC)=C(C(N)=N1)N(=O)=O
5,1,1,0,2,1,6,3,0,0,1,0,0,1,-0.496109404,0.301223718,303.856,18,18,4,3,0.958718349,105.42,-1.987354919,93.6397268,338.367,3559.030972,1,5,0.861331714,2457.771955,3559.030972,0.508042989,0.690573354,2,0,3,0,0,4,0,0,1,0,8,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,3.471655329,0,1.904643644,0,0,7.141449279,0,0,2.061566201,0,3.074664116,0,0,0,6.064597506,0,0,0,0,9.51788596,0,0,0,2.071746032,-0.507110733,0,0,0,11.8127388,5.406758393,0,0,0,0,0,450.15,COC1=C(C=CC=C1)C1=C2CN(C)CCC2=C(C#N)C(N)=C1N(=O)=O
6,1,1,0,1,2,6,3,0,0,1,0,0,1,-0.496437165,0.343620894,277.328,14,16,2,6,1.042383617,113.92,-1.599587083,87.77935558,330.296,3096.955121,1,6,0.850486766,2337.5537,3096.955121,0.525996446,0.754790951,2,0,0,0,0,5,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,3.01554553,0,0,0,0,8.167759406,-1.058564815,0,0,-0.794852608,1.293022146,0,0,0,5.756447468,0,0,0,0,0,0,0,0,0,-0.65805839,0,0,0,23.9197575,10.58856222,5.101704932,0,0,0,0,523.15,COC1=C(C=CC=C1)C1C2=C(OC(N)=C1N(=O)=O)C=C(C)OC2=O
5,0,0,0,1,1,6,2,0,1,0,0,0,0,-0.496624028,0.294764301,265.976,13,13,1,5,0.873327475,70.83,-1.321253561,89.09911351,334.155,3273.464069,1,5,0.880530298,2575.820198,3273.464069,0.473989868,0.78687902,3,0,0,0,0,3,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,2,0,0,4.833559513,0,0,0,0,5.010355096,-1.043152872,0,0,0.202387251,1.584780066,0,-1.030954271,0,0,0,0,0,0,0,0,0,0,0,-0.887885802,0,0,0,10.73489931,15.6618076,0,0,11.83819369,0,0,334.15,COC1=CC=C2C(OC(C)(C)C(ON(=O)=O)C2=C(Cl)Cl)=C1
5,0,0,0,1,1,8,3,0,0,1,0,0,1,-0.492715017,0.222248747,275.128,19,15,1,6,0.862967161,83.36,-1.733947511,428.4921943,309.318,3006.906711,3,7,0.943335854,2839.842788,3006.906711,0.331839519,0.944439938,3,0,2,0,0,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,4.594533389,0,1.071417391,0,0,3.580948602,-0.762917926,0,0,0,2.272358985,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209608135,0,0,0,11.43260999,21.58804771,0,0,0,0,0,358.15,COC1=C(OC)C(OC)=C(C=C1)C1CC2OC2CC1N(=O)=O
