SMILES,Density
CC1=NC(C(Cl)Cl)=C(C(=N1)N1CCOCC1)N(=O)=O,1.569
O=N(=O)C1=CNN=C1,1.599
COC(=O)C1=C(C)NC(Cl)=C(C=O)C1C1=C(C=CC=C1)N(=O)=O,1.551
COC1=CC(N)=C(C=C1)N(=O)=O,1.598
OC(=O)CNC1=CC=C(C=C1)N(=O)=O,1.55
O=N(=O)C1=CC=C(C=C1)C1=NC(=NO1)C1=CC(=CC=C1)N(=O)=O,1.55
[H][C@]12CCCN1[C@@]1([C@H]([C@@H]2C(F)(F)F)N(=O)=O)C(=O)NC2=C1C=CC=C2,1.55
O=N(=O)C1=CC(=C(\C=C\C2=CC3=C(OCO3)C=C2)C=C1)N(=O)=O,1.549
OC1=C2N=CC=CC2=C(C=C1)N(=O)=O,1.55
CC1=C(Cl)[C@](C)(C(=O)[C@@](C)(O)[C@H]1N(=O)=O)N(=O)=O,1.549
[H][C@@]12C[C@@H](Cl)C(=O)N1CCC[C@H]2ON(=O)=O,1.519
CC1(C)ON=C2C(Cl)=C(C(Cl)=CC2=N1=O)N(=O)=O,1.549
CC1=CC(=C(C(=C1)N(=O)=O)N(=O)=O)N(=O)=O,1.549
CO\N=C(/N=N#N)C1=CC=C(C=C1)N(=O)=O,1.592
[H][C@@]12CCCC(=O)[C@]1([H])[C@@H](CN(=O)=O)C1=CC(Br)=CC=C1O2,1.548
CN1C2=CC=CC=C2C(=C1N(=O)=O)C1=CC(=CC=C1)C(F)(F)F,1.577
CC1=CC=C(C=C1)C(=O)C1=C2N=CC(=CC2=NO1)N(=O)=O,1.59
[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)CN(=O)=O,1.547
CC1=NOC([C@@H]2[C@H](C=O)[C@H]2C2=CC=C(C=C2)C(F)(F)F)=C1N(=O)=O,1.589
O=N(=O)C1=CC=C(NC2=CC=CC=C2)C(=C1)N(=O)=O,1.594
O=CC1=CC=C(C=C1)N(=O)=O,1.546
NC(=O)N\N=C\C1=CC=C(O1)N(=O)=O,1.546
CCOC(=O)N(C1=NON=C1N(C(=O)OCC)N(=O)=O)N(=O)=O,1.546
O=CNC1=CC=C(C=C1)N(=O)=O,1.593
FC1=CC(F)=C(C(=C1)N1CCOCC1)N(=O)=O,1.584
O=N(=O)C1=CN=C(N2CCCCC2)C(=C1)N(=O)=O,1.587
O=N(=O)C1=CC2=N(=O)C3(CCCC3)N(=O)=C2C=C1,1.592
FC(F)(F)C1=CC=C(Cl)C(=C1)N(=O)=O,1.543
CN(C1=CC=C(O)C=C1)C1=CC=C(C2=NON=C12)N(=O)=O,1.566
OC(=O)CC1=CC=CC(=C1)N(=O)=O,1.585
COC1=CC=C(C=C1)\C=C\N(=O)=O,1.542
CC(=O)C1=CC=C(NC2=C(C3=NON=C3C=C2)N(=O)=O)C=C1,1.542
C\C=N\NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.541
O=N(=O)C1=CC(=C(CN2C=CN=N2)C=C1)N(=O)=O,1.54
O=N(=O)C1=C(C=C(CN2C=CN=N2)C=C1)N(=O)=O,1.541
CN(C1CC1)C1=CC(F)=C(C(F)=C1)N(=O)=O,1.58
O=N(=O)C1=CC=CC(=C1)C1=NC(=NO1)C1=CC(=CC=C1)N(=O)=O,1.54
O=N(=O)C1=CC(=C(NN=CC2=CC=CC=C2)C=C1)N(=O)=O,1.54
O=C1NC2=C(C=CC=C2N(=O)=O)C2=C1C=CC=C2,1.54
NC1=CC=C(C=C1O)N(=O)=O,1.54
CCOC(=O)CNC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O,1.54
CC1=C(N(=O)=O)[C@@](C)(N(=O)=O)[C@@](C)(C(=O)[C@]1(C)N(=O)=O)N(=O)=O,1.54
OC1=C(C=NN2C=NN=C2)C=C(C=C1)N(=O)=O,1.575
O=C1CCCN1N(=O)=O,1.587
O=N(=O)C1=CC=C(OC2=CC=C(C=C2)N(=O)=O)C=C1,1.586
FC1=CC(=CC=C1N(=O)=O)N1CCOCC1,1.577
[H][C@](O)(CO)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(O)CN(=O)=O,1.537
[H][C@@]12CC(C)=C(C)C[C@@]1(C=C(C1=NON(=O)=C21)C(F)(F)F)N(=O)=O,1.537
OC1=CC=C(C=C1)\N=C\C1=CC=C(O1)N(=O)=O,1.56
O=N(=O)C1=CC=N(=O)C(=C1)C1=NC=CC=C1,1.576
O=C1N(C(=O)C2=C1C=CC=C2)C1=CC(=CC=C1)N(=O)=O,1.579
NC1=CC=C(C=C1C#N)N(=O)=O,1.579
CC1(C)OC(=O)C(F)(C(=O)C2=C(C=CC=C2)N(=O)=O)C(=O)O1,1.579
OC\C(N(=O)=O)=C/C1=CC=CO1,1.584
COC1=NC(=NC(=N1)C(=N\O)\N(=O)=O)N1CCOCC1,1.583
ClC1=CC(=CC=C1)N(=O)=O,1.535
CCCCN(CN(CC(F)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,1.535
O=N(=O)C1=CC=CC(N\N=C\C2=C(C=CC=C2)N(=O)=O)=C1,1.577
FC1=CC=C(C=C1)N1CCN(CC1)C(=O)C(F)(F)N(=O)=O,1.534
NC(=CC(C(C#N)C#N)C1=CC=C(C=C1)N(=O)=O)C(F)(F)F,1.581
CN(CCON(=O)=O)N(=O)=O,1.533
CC(C)(N(=O)=O)C(C)(N(=O)=O)N(=O)=O,1.533
ClC1=CC=C(C=C1)C(N(=O)=O)(N(=O)=O)N(=O)=O,1.533
COC1=CC=C(NC(=O)CCC(O)=O)C(=C1)N(=O)=O,1.568
COC1=CC=C(C=C1)C(=O)CC1C(=CNC=C1N(=O)=O)N(=O)=O,1.575
CC1=CC=C(NC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C=C1,1.532
CN(C)CCNC1=C(C(Cl)=CC2=N(=O)ON=C12)N(=O)=O,1.531
ON(C1CCCO1)C1=CC(=NO1)N(=O)=O,1.531
FC(F)(F)[C@H](CN(=O)=O)N1[C@@H](COC1=O)C1=CC=CC=C1,1.56
CN(C)N(=O)=NOC1=CC(O)=C(C=C1N(=O)=O)C#N,1.566
ClC1=CC=C(OC(=O)C2=CC=C(C=C2)N(=O)=O)C=C1,1.566
O=N(=O)C1=CC(=C(N2CCCCC2)C(=C1)N(=O)=O)N(=O)=O,1.53
O=N(=O)C1=CC(=C(C=C1)N1C=NC2=C1C=CC=N2)N(=O)=O,1.53
COC1=C(C2=C(C=C1)C=CC(OC)=C2N(=O)=O)N(=O)=O,1.53
CO\N=C(\Cl)C1=CC=C(C=C1)N(=O)=O,1.53
CCOC(=O)CNCC(N(=O)=O)(N(=O)=O)N(=O)=O,1.53
O=C(C1=NC=CC=C1)C1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.464
O=C1N(C(=O)C2=CC(=CC=C12)N(=O)=O)C1=CC=CC=C1,1.572
O=C(OCC1=CC=CC=C1)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,1.572
FC(F)C1=C(C(=NN1)N(=O)=O)C1=CC=CC=C1,1.576
COC1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)N(=O)=O,1.527
CC1=NNC=C1N(=O)=O,1.527
CC1=C(C(=O)NC=C1)N(=O)=O,1.527
COC(=O)C(\C1=CC=C(O1)\C=C\N(=O)=O)=C/N(=O)=O,1.527
O=C1CCC(=O)N1C1=CC=CC=C1N(=O)=O,1.569
[H][C@]12O[C@]1(OCC(C)(C)N[C@H]2C1=CC=CC(=C1)N(=O)=O)C(F)(F)F,1.574
CC(=O)NC1=NC(N[C@H]2C[C@H](O)[C@@H](CO)C2)=C(C(=O)N1)N(=O)=O,1.549
O=C1NCCCNC2=C(OC3=C1C=CC=C3)C=C(C=C2)N(=O)=O,1.573
BrC1=C(C[C@@H](C[C@H]2CCCCC2=O)N(=O)=O)C=CC=C1,1.573
OC(NC1=NC=CC=N1)C1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.525
COC1=C(OC)C=C(C=C1)C(=C/N(=O)=O)\C(F)(F)F,1.525
OCC1(CON(=O)=O)COC1,1.569
[H][C@@]12CC(C)=C(C)C[C@@]1(C1=NON(=O)=C1C1=NON(=O)=C21)N(=O)=O,1.524
CC1=CC(=CC=C1)N(=O)=O,1.523
CN1C=CC=C1C(=O)C(Cl)(Cl)CC1=CC=C(C=C1)N(=O)=O,1.559
O=N(=O)C1=CC=CC(=C1)C1OCCO1,1.523
CCCC(O)C(Br)N(=O)=O,1.523
CC1=CC(NN(=O)=O)=NC=C1,1.486
O=N(=O)C1=CC=C(N2CCCC2)C2=NON=C12,1.523
COC(=O)C1=CC=C(Cl)C(=C1)N(=O)=O,1.524
OC(=O)C1=CC=CC=C1NC(=O)C1=CC=C(C=C1)N(=O)=O,1.57
CCC(N(=O)=O)(N(=O)=O)C(C)(C)N(=O)=O,1.522
[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(O)CN(=O)=O,1.522
COC1=C(C(N2C=CN=N2)=C(C=C1)N(=O)=O)N(=O)=O,1.521
O=N(=O)C1=CC=C(C=C1)N1C=NN=C1,1.522
O[C@@](CC=C)(C(Cl)Cl)C1=CC=C(C=C1)N(=O)=O,1.569
[H][C@]12CCC(=O)[C@@]11N(CCO2)C2=CC=C(C=C2C1=O)N(=O)=O,1.57
COC1=CC(C)=C(F)C=C1N(=O)=O,1.521
ClC1=CC=C(C=C1)N(=O)=O,1.521
O=N(=O)OCCC(CON(=O)=O)ON(=O)=O,1.52
O=N(=O)N1CN(CN=N#N)CN(CN(C1)N(=O)=O)N(=O)=O,1.52
O=C(NC1=CC(=CC=C1)N(=O)=O)NC1=CC(=CC=C1)N(=O)=O,1.52
ClC1=CC(N2CCCCCC2)=C(C2=NON=C12)N(=O)=O,1.52
ClC(C(=O)NC1=CC=CC=C1)N(=O)=O,1.52
CC1=C[C@](C)(N(=O)=O)[C@@](C)(N(=O)=O)[C@](C)(C1=O)N(=O)=O,1.52
CC1=C[C@](C)(C(=O)[C@@](C)(N(=O)=O)[C@]1(C)N(=O)=O)N(=O)=O,1.52
CC1=C(N(=O)=O)[C@@](C)(N(=O)=O)[C@](C)(C(=O)[C@]1(C)O)N(=O)=O,1.52
C[C@]1([C@H](C(=C[C@](O)(C2=CC=CC=C2)C1=O)N(=O)=O)N(=O)=O)N(=O)=O,1.52
OC1=CC(C2=CC=CC=C2)=C(F)C(=C1)C1=CC=C(C=C1)N(=O)=O,1.52
COC(=O)C1=C(Cl)C=CC(=C1)N(=O)=O,1.521
CN(=O)=CC1=CC=C(C=C1)N(=O)=O,1.561
CC1=NC=C(N1CCCl)N(=O)=O,1.517
FC(F)CNC1=CC=C(C=C1)N(=O)=O,1.518
O=N(=O)C1=CC2=N(=O)C3(CCCCC3)N(=O)=C2C=C1,1.565
ClC1=CC=C(C(=C1)N(=O)=O)N(=O)=O,1.512
NNC(=O)C1=CC=CC(=C1)N(=O)=O,1.517
COC(=O)C(F)C1=C(C=CC=C1)N(=O)=O,1.558
CC1=N[C@@H]([C@H](O1)C1=CC=C(C=C1)N(=O)=O)C(F)(F)F,1.515
OC(NC1=NC=CC=N1)C1=C(Cl)C=CC(=C1)N(=O)=O,1.514
O=C(C=N#N)C1=CC=CC(=C1)N(=O)=O,1.513
CC1=CC(=CC(C)=C1O)C1=NC=C(C=C1Cl)N(=O)=O,1.556
CCNC(=O)C(=NNC1=CC=C(Cl)C=C1N(=O)=O)C(C)=O,1.514
O=N(=O)C1=CN=C(C#CC2=CC=CC=C2)C(=C1)N(=O)=O,1.555
CC(=O)C1=C(O)C=CC(=C1)N(=O)=O,1.56
[H][C@@]1(COC(=O)N1)[C@H](O)C1=CC=C(C=C1)N(=O)=O,1.561
CC(Cl)C(Cl)(Cl)C(O)CN(=O)=O,1.512
FC(=O)C(F)(F)N(=O)=O,1.514
CC1=C(C=C(C=C1)N(=O)=O)N1C=NN=N1,1.517
CCOC(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,1.511
ON1C=C(C(=O)C2=C(Cl)C=CC=C2)C2=CC(=CC=C12)N(=O)=O,1.51
CC1=C2OC3=CC=C(C=C3N=C2C2=CC=CC=C2C1=O)N(=O)=O,1.511
COC1=C(CC2=C(OC)C=CC(=C2)N(=O)=O)C=C(C=C1)N(=O)=O,1.558
O=N(=O)C1=CC=C2C(OC3=CC=CC=C23)=C1,1.51
O\N=C\C1=CC=C(C=C1)N(=O)=O,1.51
CC1=CC=C(C(C)=C1N(=O)=O)N(=O)=O,1.51
CC1=CC=C(C(=C1)N(=O)=O)N(=O)=O,1.51
CC1=CC(N2C=NC=N2)=C(C=C1N(=O)=O)N(=O)=O,1.51
[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)CN(=O)=O,1.51
O=N(=O)C1=CC=CC=C1C1=NC2=NC=CC=C2N=C1,1.545
ClC1=C(C=C(C=C1)C(=O)OCC1=CC=CC=C1)N(=O)=O,1.552
CC1=CN2C=C(C=CC2=N1)N(=O)=O,1.552
O=C(OC[C@@H]1OC(=O)C[C@H]1C#N)C1=CC=C(C=C1)N(=O)=O,1.509
ClCCNC1=CC=CC=C1N(=O)=O,1.509
CCOC1=NC(=NN1C)N(=O)=O,1.556
O=N(=O)C1=CC(=C(C=C1)N1CCC=N1)N(=O)=O,1.507
CCOC(=O)N\N=C(/F)C1=CC=C(C=C1)N(=O)=O,1.537
O=N(=O)C1=CC(=C(CC2=NC=CC=C2)C=C1)N(=O)=O,1.561
O=N(=O)C1=CN(CC2=CC=C(CN3C=C(C=N3)N(=O)=O)C=C2)N=C1,1.507
[H][C@@]12CCCC[C@@]1([H])[C@@H]([C@H]([C@H]2O)N(=O)=O)C1=CC=C(Br)C=C1,1.507
ClC(=O)CN(=O)=O,1.508
C\C(C)=N/OC1=CC=C(C=C1N(=O)=O)N(=O)=O,1.554
OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=C1)N(=O)=O,1.506
OC(NC1=NC=CC=N1)C1=C(C=CC(F)=C1)N(=O)=O,1.506
O=C1C2=CC(=C3NCCCN3C2OC2=CC=CC=C12)N(=O)=O,1.506
O=C1CCC2=C(C=C3C=CC=CC3=C12)N(=O)=O,1.54
O=N(=O)C1=CC=C(C=NN=C2NN=CC3=CC=CC=C23)C=C1,1.553
O=N(=O)C1=CC=CC2=C1C(=CC=C2)C#N,1.505
CC1=CN([C@H]2C[C@@H]([C@@H](CO)O2)N(=O)=O)C(=O)NC1=O,1.505
[H][C@@](O)(CO)[C@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)CN(=O)=O,1.505
ClC1=CC=C(C2=CC=CC=C12)N(=O)=O,1.505
FC1=CC=C(C=C1)\N=N\C(=C(\Cl)Cl)C1=CC=CC=C1N(=O)=O,1.505
CC1=CC=C(NC2=C(C=C(C3=C2N=CC=C3)N(=O)=O)N(=O)=O)C=C1,1.552
O=N(=O)C1=CC=C2OCCOCCOC2=C1,1.504
CC1=CC=C(C=C1)[C@@H](CN(=O)=O)C1=CC=C(Br)C=C1,1.504
[H][C@@]12CC(C)=C(C)C[C@@]1([C@@H](O)NC1=NON(=O)=C21)N(=O)=O,1.504
ClC1=CC=C(NC2=NC=C(C=C2)N(=O)=O)C=C1,1.503
COC1=CC(=C(N\N=C2C(=O)N(C)C(=O)C(C#N)=C/2C)C=C1)N(=O)=O,1.532
O=N(=O)C1=CC=CC(C=NN=C2NN=CC3=CC=CC=C23)=C1,1.55
O=C(NCCCON(=O)=O)C(=O)NCCCON(=O)=O,1.502
COC1=CC=C(C=C1)N1C(=O)C2=CC=CC(=C2C1=O)N(=O)=O,1.502
CCC1(CCC(=O)NC1=O)C1=CC=C(C=C1N(=O)=O)N(=O)=O,1.502
ClN(CCON(=O)=O)N(=O)=O,1.502
NC(=O)C1=CC(=C(Cl)C=C1)N(=O)=O,1.503
COC(=O)C1=CC=C(NC2=NNC(C)=C2)C(=C1)N(=O)=O,1.543
ON(=O)=O,1.5
OC[C@H]1O[C@H](CN(=O)=O)[C@H](O)[C@@H]1O,1.5
O=N(=O)\N=C1/NCCN1,1.5
CN(C)C1=C(C=C(C=C1N(=O)=O)N1C(=O)C=CC1=O)N(=O)=O,1.5
ClC1=CC=C(C=C1)\C=C\N(=O)=O,1.5
CC1=CC=C(NNC(=O)C(F)(F)N(=O)=O)C=C1,1.5
CC1=C(N(=O)=O)[C@@](C)(N(=O)=O)[C@@](C)(O)C(=O)[C@]1(C)N(=O)=O,1.5
CC1=C(C#N)C(=O)[C@@](C)(O)[C@@](C)(N(=O)=O)[C@]1(C)N(=O)=O,1.5
COC1=CC=CC2=C3C4=C(OCO4)C=C(C(O)=O)C3=C(C=C12)N(=O)=O,1.499
O=N(=O)C1=CN(C=N1)C1=CC=CC=C1,1.499
O=C(\C=C1/NC2=C(OC1=O)C=CC(=C2)N(=O)=O)C1=CC=CC=C1,1.498
NC1=CC(CO)=CC=C1N(=O)=O,1.498
CC1=C2OC3=CC(=CC=C3N=C2C2=CC=CC=C2C1=O)N(=O)=O,1.498
[H][C@@]12OC[C@@H](C=C)[C@@]1(OC1=C2C=C(F)C=C1)N(=O)=O,1.501
C[C@H](OC(=O)C1=CC=C(C=C1)N(=O)=O)C1=CC=CC(=O)O1,1.539
ClC1=CC(=CC=C1)C1=NN(C(=O)C=C1)C1=C(C=CC=C1)N(=O)=O,1.545
COC1=CC=C(O)C(=C1)N(=O)=O,1.497
CC1=C(C=C(N)C=C1N(=O)=O)N(=O)=O,1.497
ClC1=CC=C(C=C1)C(=C(/N(=O)=O)N(=O)=O)\C1=CC=C(Cl)C=C1,1.497
[H][C@]1(CCCCC1=O)[C@@H](CN(=O)=O)C1=CC=C(Br)C=C1,1.497
NNC(=O)C1=C(C=CC=C1)N(=O)=O,1.539
CNC1=C(C=C2C(OC3=C(C=CC=C3)C2=O)N1C)N(=O)=O,1.496
COC1=C(C=C(CN2C=CN=N2)C=C1N(=O)=O)N(=O)=O,1.496
[H][C@@]12CC[C@@](C)(O)[C@@H](N(=O)=O)[C@]1([H])C1=CC(Cl)=CC=C1OC2=O,1.531
O=C1N(CC2=C(C=CC=C12)N(=O)=O)C1=CC=CC=C1,1.542
CC(C)OC(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,1.537
OC(=O)C1=CC=CC(=C1)N(=O)=O,1.494
FCCNC(=O)C1=CC=C(C=C1)N(=O)=O,1.529
O=N(=O)C1=CC=C(C=C1)[N+]#[C-],1.543
CN(C1=CC=C(Cl)C=C1)N(=O)=O,1.493
ClCC(CCl)ON(=O)=O,1.494
O=N(=O)C1=CC=CC=C1N\N=C(/C#N)C#N,1.492
CC(CON(=O)=O)(N(=O)=O)N(=O)=O,1.491
O=N(=O)C1=CNCCN=C1,1.492
O=N(=O)C1=CC=C(C=C1)C1=CC(=NO1)C1=CC=CC=C1,1.515
ClC(Cl)(Cl)C1C2CC(C=C2)C1N(=O)=O,1.492
CN1N=NC(=N1)C1=CC=C(C=C1)N(=O)=O,1.52
NC(=O)NN=CC1=CC=C(O1)C1=CC=CC=C1N(=O)=O,1.526
COC(=O)C(\C#N)=C(/O)C1=CC=C(C=C1)N(=O)=O,1.49
CCOC(=O)C(\Cl)=C\C1=CC=C(C=C1)N(=O)=O,1.49
CC1=C(N(=O)=O)[C@@](C)(N(=O)=O)[C@@](C)(O)C(=O)[C@@]1(C)N(=O)=O,1.49
CC1=C(C=C(C=C1)N(=O)=O)C(O)=O,1.49
CC1=C(C)[C@@](C)(N(=O)=O)[C@@](C)(N(=O)=O)[C@](C)(C1=O)N(=O)=O,1.49
[H][C@](CO)(NC(=O)C(Cl)Cl)[C@]([H])(O)C1=CC=C(C=C1)N(=O)=O,1.49
ClC1=CC=C(C=C1)C1=C(N=NN1C1=CC=CC=C1)N(=O)=O,1.49
CC1=CC=C(C=C1N(=O)=O)C(O)=O,1.49
O=N(=O)OCCON(=O)=O,1.49
O=N(=O)C1=CC=C(O\N=C2/CCCCC2)C(=C1)N(=O)=O,1.537
O=C(OC(=O)C1=CC=CC(=C1)N(=O)=O)C1=CC=CC(=C1)N(=O)=O,1.489
O=C(NC1=C(C=CC=C1)N(=O)=O)C1=CC2=CC=CC=C2C=C1,1.473
FC1=CC=C(C=C1)C1=C(C=C(F)C=C1)N(=O)=O,1.489
CC1=CN(N=C1C1=C(O)C=CC=C1)C1=CC=C(C=C1N(=O)=O)N(=O)=O,1.489
O=C1[C@@H]([N@@]2CN1C1=C(C=CC=C1)C(=O)CC2)C1=CC=C(C=C1)N(=O)=O,1.536
CC1=C[C@@](C)(N(=O)=O)[C@@](C)(N(=O)=O)[C@@](C)(C1=O)N(=O)=O,1.488
O=N(=O)C1=C(C=CC=C1)[C@H]1O[C@H]1C1=C(C=CC=C1)N(=O)=O,1.488
O=N(=O)C1=CC=C(C=C1)C1=NOC(=C1)C1=CC=CC=C1,1.511
O=N(=O)O[C@]12[C@H]3CC[C@H](C3)[C@]1([C@H]1CC[C@@H]2C1)N(=O)=O,1.487
COC(=O)NC1=CC=C(OC)C=C1N(=O)=O,1.487
O=N(=O)N(=O)=O,1.492
CN1C=NC(=C1N1C=C(N=N1)C1CC1)N(=O)=O,1.529
OC(NC1=NC=CC=N1)C1=C(C=CC=C1)N(=O)=O,1.486
COC(=O)\C=C(\C(=O)OC)C(=O)C1=CC(=CC=C1)N(=O)=O,1.486
FC(F)(F)C(=O)C(=N\NC1=CC=C(C=C1)N(=O)=O)\C1=CC=CC=C1,1.533
O=C1C2=CC=CC=C2C\C1=C/C1=C(C=CC=C1)N(=O)=O,1.485
CC1(CC(C2=C(Cl)C=CC=C2Cl)N(=O)=O)C(=O)CCC1=O,1.508
CN1C=CC=C1C(=O)[C@@]1(Cl)O[C@@H]1C1=CC=C(C=C1)N(=O)=O,1.52
O=C(N\N=C\C1=CC=C(C=C1)N(=O)=O)C1=CC=NC=C1,1.527
O=C(N\N=C\C1=CC(=CC=C1)N(=O)=O)C1=CC=NC=C1,1.527
COC(=O)C1=CC(=C(NNC(=O)C2=CC=CC=C2F)C=C1)N(=O)=O,1.527
OC(=O)C1=CC(=CC=C1C1=C(C=CC=C1)N(=O)=O)N(=O)=O,1.484
CC1=CC(=CC(C)=C1C)C(N(=O)=O)(N(=O)=O)N(=O)=O,1.484
CC1(C)OC(=O)\C(=C/C2=CC=C(C=C2)N(=O)=O)C(=O)O1,1.484
O=N(=O)C1=CC2=C(C=C1)N=C(C=N2)C1=CC=CC=C1,1.507
CN1C=NC(C2=CON=C2C2=CC=CC=C2)=C1N(=O)=O,1.483
COC1=CC=CC=C1C1C2=C(OC(N)=C1N(=O)=O)C=C(C)OC2=O,1.481
O=CC1=CC(=CC=C1)N(=O)=O,1.487
CC1=C2C(CCC2=C(C=O)C(O)=C1O)C1=CC=C(C=C1)N(=O)=O,1.529
O=N(=O)C1=CC(=CC=C1)C1=CC=CC(=C1)N(=O)=O,1.481
OC(=O)C1=C(C=CC=C1)N=CC1=CC=C(O1)C1=CC=CC=C1N(=O)=O,1.516
FCC1CN=C(O1)C1=CC=C(C=C1)N(=O)=O,1.528
O=N(=O)C1=CC=CC=C(C1)N(=O)=O,1.48
O=N(=O)C1=CC(=C(C=C1)N1CCOCC1)N(=O)=O,1.48
COC(=O)\C=C\C1=CC=C(O)C(=C1)N(=O)=O,1.48
CNC1=CC=C(C=C1C(=O)C1=CC=CC=C1F)N(=O)=O,1.48
CN(N=O)C(=O)C1=CC=C(C=C1)N(=O)=O,1.48
CN(CN(C)N(=O)=O)N(=O)=O,1.48
CCOC(=O)C(\N=N\C1=C(O)C=C(C(Cl)=C1)N(=O)=O)=C(/C)N,1.48
CC1=C(C)[C@@](C)(N(=O)=O)[C@@](C)(C(=O)[C@@]1(C)N(=O)=O)N(=O)=O,1.48
CC1=C(C(C)=C(C(C)=C1N(=O)=O)N(=O)=O)N(=O)=O,1.48
CC1(C)CC(=O)\C(=N/NC2=CC=C(C=C2)N(=O)=O)C(=O)C1,1.48
[H]\C(C1=CC=CC=C1)=C(\Cl)N(=O)=O,1.48
COC(=O)C(Cl)(CO)N(=O)=O,1.48
CONC(=O)NC1=CC=C(C=C1)N(=O)=O,1.479
O=N(=O)C1=CC(=C(N2CCCC2)C2=CC=CC=C12)N(=O)=O,1.479
O=N(=O)CC1(CN(=O)=O)C2C3C4C5CC(C24)C1C35,1.514
O=C(NC1=C2N=CC=CC2=CC=C1)C1=CC=C(C=C1)N(=O)=O,1.478
CC1=CC=C(C(O)=O)C(=C1)N(=O)=O,1.478
COC(=O)C12C3C4C1C1C2C3C41COC(=O)C1=CC(=CC=C1)N(=O)=O,1.517
ClC1=CC=C2C3=C(CC3(C3=CC=CC=C3)N(=O)=O)C(=O)C(=O)C2=C1,1.411
COC1=C(C=CC(=C1)N(=O)=O)N(=O)=O,1.478
CN(C)C1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.478
CCN(CC)C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,1.478
CC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O,1.477
O=N(=O)C1=CC=C(N2CCCCC2)C2=NON=C12,1.476
O=C(NC1=C(C(=O)C2=C(C=CC=C2)C1=O)N(=O)=O)C1=CC=CC=C1,1.475
ClC1=CC(=C(C=C1)C1=NC2=C(N1)C=CC=C2)N(=O)=O,1.475
FC1=CC=C(C=C1)C(=C(/N(=O)=O)N(=O)=O)\C1=CC=C(F)C=C1,1.475
O=C(CN1C=CN=C1N(=O)=O)NCC12C3C4C5C3C1C5C24,1.5
OC(=O)C1=CC=CC=C1C(=O)NC1=CC=C(C=C1)N(=O)=O,1.517
O=N(=O)C1=CC=C(C=C1)C1=C(C=CC=C1)N(=O)=O,1.474
NC1=C(C=C(C=C1)N(=O)=O)C(=O)C1=CC=CC=C1,1.474
CNC1=C(C)N(N=C1C(=O)OC)C1=CC=C(C=C1)N(=O)=O,1.509
ClC1=CC=C(C=C1)C1=NC2=CC=CC=C2C=C1N(=O)=O,1.473
O=N(=O)C1=CC=C(NN=C2C3CC4C5CC3C(C5)C24)C(=C1)N(=O)=O,1.473
CC1=CC(C)=C(CC(N(=O)=O)(N(=O)=O)N(=O)=O)C(C)=C1,1.473
FC1=CC=C(C=C1N(=O)=O)N(=O)=O,1.458
CN1C=CC(=N1)N(=O)=O,1.472
O=C1OC2=CC=CC=C2C(CC2=CC=C3C=CC=CC3=N2)=C1N(=O)=O,1.507
CC1=C(N=NN1C1=CC=C(C=C1)N(=O)=O)C(O)=O,1.471
ClC1=CC=C(NCC#C)C(=C1)N(=O)=O,1.471
OC(COCC(F)(F)N(=O)=O)COCC(F)(F)N(=O)=O,1.471
OC(CON(=O)=O)CON(=O)=O,1.472
CN(C)C1=CC=C(C=C1\C=C1/C(=O)N(C)C(=O)N(C)C1=O)N(=O)=O,1.513
CC1=NC=C(N1CCC#N)N(=O)=O,1.518
OC(=O)[C@@H]1C[C@@H]1C1=CC(=CC=C1)N(=O)=O,1.47
ClC1(OC1C1=CC=CC(=C1)N(=O)=O)C(=O)C1=CC=CC=C1,1.47
FC(CCC#N)(N(=O)=O)N(=O)=O,1.47
COC(=O)C1=CC2=C(C=CC=C2N=C1)N(=O)=O,1.47
C[C@]1(OC(=O)C=C1)[C@@H](CN(=O)=O)C1=CC=C(Cl)C=C1,1.493
O=C1CCC2=C1C=C1CCCC1=C2N(=O)=O,1.495
CC1=NC(=NO1)C1=CC=C(C=C1)N(=O)=O,1.469
FC1=CC(=C(F)C=C1)N(=O)=O,1.469
O=N(=O)C1=CC=CC2=C1C1=CC=CC=C1N=N2,1.467
